Tanggal;Jam;Jenis;Kategori;Jumlah;Keterangan
14/01/2024;17:30;Pengeluaran;Makan Malam;28235;Makan rutin
14/01/2024;06:45;Pengeluaran;Makan Siang;20640;Makan rutin
15/01/2024;06:45;Pengeluaran;Makan Siang;21632;Makan rutin
15/01/2024;13:30;Pengeluaran;Makan Malam;21751;Makan rutin
15/01/2024;14:00;Pengeluaran;Makan Siang;8783;Makan rutin
15/01/2024;12:30;Pengeluaran;Makan Pagi;19163;Makan rutin
16/01/2024;17:00;Pengeluaran;Makan Pagi;50838;Makan rutin
16/01/2024;18:00;Pengeluaran;Makan Malam;26898;Makan rutin
16/01/2024;13:00;Pengeluaran;Makan Pagi;17143;Makan rutin
17/01/2024;07:00;Pengeluaran;Makan Pagi;28142;Makan rutin
17/01/2024;16:45;Pengeluaran;Makan Siang;26473;Makan rutin
17/01/2024;20:15;Pengeluaran;Makan Pagi;30267;Makan rutin
18/01/2024;16:30;Pengeluaran;Makan Pagi;19753;Makan rutin
18/01/2024;11:00;Pengeluaran;Listrik Kos;321676;Tagihan listrik kos
18/01/2024;18:00;Pengeluaran;Makan Pagi;27033;Makan rutin
18/01/2024;12:45;Pengeluaran;Makan Siang;15580;Makan rutin
18/01/2024;15:00;Pengeluaran;Makan Siang;27813;Makan rutin
19/01/2024;13:15;Pengeluaran;Listrik Kos;208685;Tagihan listrik kos
19/01/2024;16:15;Pengeluaran;Makan Siang;52735;Makan rutin
19/01/2024;16:30;Pengeluaran;Makan Siang;49582;Makan rutin
19/01/2024;11:45;Pengeluaran;Makan Pagi;33068;Makan rutin
19/01/2024;09:45;Pengeluaran;Makan Pagi;32718;Makan rutin
20/01/2024;11:00;Pengeluaran;Makan Pagi;32700;Makan rutin
20/01/2024;13:00;Pengeluaran;Makan Siang;31289;Makan rutin
20/01/2024;14:45;Pengeluaran;Makan Pagi;23065;Makan rutin
21/01/2024;09:15;Pengeluaran;Makan Siang;32999;Makan rutin
21/01/2024;11:15;Pengeluaran;Makan Malam;47897;Makan rutin
21/01/2024;20:15;Pengeluaran;Makan Siang;20367;Makan rutin
21/01/2024;20:30;Pengeluaran;Belanja Bulanan;696386;Belanja kebutuhan bulanan
21/01/2024;18:30;Pengeluaran;Makan Malam;28437;Makan rutin
21/01/2024;07:15;Pengeluaran;Makan Malam;20551;Makan rutin
22/01/2024;10:00;Pengeluaran;Makan Pagi;23741;Makan rutin
22/01/2024;19:00;Pengeluaran;Makan Pagi;14566;Makan rutin
22/01/2024;10:30;Pengeluaran;Makan Siang;19175;Makan rutin
22/01/2024;06:00;Pengeluaran;Makan Malam;29591;Makan rutin
22/01/2024;13:45;Pengeluaran;Makan Siang;14347;Makan rutin
23/01/2024;16:00;Pengeluaran;Rekreasi;282272;Jalan-jalan weekend
23/01/2024;17:00;Pengeluaran;Makan Siang;25374;Makan rutin
23/01/2024;14:30;Pengeluaran;Makan Pagi;46381;Makan rutin
23/01/2024;07:45;Pengeluaran;Makan Malam;22411;Makan rutin
23/01/2024;16:15;Pengeluaran;Makan Siang;24836;Makan rutin
23/01/2024;08:00;Pengeluaran;Makan Siang;24503;Makan rutin
24/01/2024;15:30;Pengeluaran;Makan Siang;26851;Makan rutin
24/01/2024;15:00;Pengeluaran;Makan Malam;6308;Makan rutin
24/01/2024;16:30;Pengeluaran;Makan Pagi;36152;Makan rutin
25/01/2024;16:00;Pengeluaran;Makan Siang;23592;Makan rutin
25/01/2024;10:15;Pengeluaran;Makan Siang;26346;Makan rutin
25/01/2024;15:30;Pengeluaran;Makan Malam;42067;Makan rutin
25/01/2024;20:00;Pengeluaran;Makan Siang;26485;Makan rutin
26/01/2024;15:15;Pengeluaran;Makan Pagi;27055;Makan rutin
26/01/2024;15:45;Pengeluaran;Makan Malam;29676;Makan rutin
26/01/2024;20:45;Pengeluaran;Makan Pagi;26635;Makan rutin
27/01/2024;17:30;Pengeluaran;Makan Pagi;21420;Makan rutin
27/01/2024;14:30;Pengeluaran;Makan Pagi;25577;Makan rutin
27/01/2024;18:00;Pengeluaran;Makan Siang;18922;Makan rutin
27/01/2024;06:45;Pengeluaran;Makan Pagi;17769;Makan rutin
28/01/2024;06:15;Pengeluaran;Makan Malam;25969;Makan rutin
28/01/2024;11:30;Pengeluaran;Makan Pagi;33448;Makan rutin
28/01/2024;20:15;Pengeluaran;Makan Malam;22682;Makan rutin
29/01/2024;13:30;Pengeluaran;Makan Malam;42928;Makan rutin
29/01/2024;13:00;Pengeluaran;Makan Malam;30013;Makan rutin
29/01/2024;10:00;Pengeluaran;Makan Siang;20913;Makan rutin
29/01/2024;15:15;Pengeluaran;Makan Pagi;42102;Makan rutin
29/01/2024;09:30;Pengeluaran;Makan Malam;52002;Makan rutin
30/01/2024;11:00;Pengeluaran;Belanja Bulanan;511704;Belanja kebutuhan bulanan
30/01/2024;18:45;Pengeluaran;Makan Pagi;20380;Makan rutin
30/01/2024;06:45;Pengeluaran;Makan Pagi;27295;Makan rutin
30/01/2024;07:45;Pengeluaran;Bensin;46408;Pengisian bensin mingguan
30/01/2024;16:15;Pengeluaran;Makan Malam;26865;Makan rutin
31/01/2024;08:30;Pengeluaran;Listrik Kos;231947;Tagihan listrik kos
31/01/2024;17:15;Pengeluaran;Makan Pagi;27022;Makan rutin
31/01/2024;10:45;Pengeluaran;Makan Malam;20448;Makan rutin
31/01/2024;07:30;Pengeluaran;Makan Pagi;38938;Makan rutin
01/02/2024;18:15;Pengeluaran;Makan Pagi;22359;Makan rutin
01/02/2024;08:45;Pengeluaran;Makan Pagi;23427;Makan rutin
01/02/2024;07:15;Pengeluaran;Makan Malam;27280;Makan rutin
01/02/2024;08:30;Pengeluaran;Transportasi Umum;29982;Transportasi alternatif
01/02/2024;16:30;Pengeluaran;Makan Pagi;16055;Makan rutin
01/02/2024;13:00;Pengeluaran;Rekreasi;181257;Jalan-jalan weekend
02/02/2024;16:15;Pengeluaran;Bensin;71590;Pengisian bensin mingguan
02/02/2024;07:00;Pengeluaran;Makan Siang;23351;Makan rutin
02/02/2024;20:30;Pengeluaran;Makan Siang;20723;Makan rutin
03/02/2024;18:15;Pengeluaran;Makan Pagi;3877;Makan rutin
03/02/2024;12:15;Pengeluaran;Transportasi Umum;27886;Transportasi alternatif
03/02/2024;18:30;Pengeluaran;Makan Pagi;39563;Makan rutin
04/02/2024;07:45;Pengeluaran;Makan Malam;45272;Makan rutin
04/02/2024;18:30;Pengeluaran;Makan Pagi;9012;Makan rutin
04/02/2024;11:30;Pengeluaran;Bensin;85044;Pengisian bensin mingguan
04/02/2024;19:00;Pengeluaran;Makan Pagi;29060;Makan rutin
04/02/2024;10:15;Pengeluaran;Makan Pagi;39148;Makan rutin
05/02/2024;14:00;Pengeluaran;Makan Pagi;15324;Makan rutin
05/02/2024;18:30;Pengeluaran;Makan Siang;26221;Makan rutin
05/02/2024;16:00;Pengeluaran;Makan Siang;21040;Makan rutin
05/02/2024;07:15;Pengeluaran;Makan Malam;30845;Makan rutin
06/02/2024;10:00;Pengeluaran;Makan Pagi;33319;Makan rutin
06/02/2024;06:15;Pengeluaran;Makan Siang;21809;Makan rutin
06/02/2024;09:15;Pengeluaran;Makan Siang;34165;Makan rutin
06/02/2024;07:00;Pengeluaran;Makan Malam;30144;Makan rutin
06/02/2024;17:15;Pengeluaran;Makan Siang;34176;Makan rutin
07/02/2024;16:45;Pengeluaran;Makan Siang;29419;Makan rutin
07/02/2024;08:45;Pengeluaran;Makan Malam;10615;Makan rutin
07/02/2024;09:30;Pengeluaran;Makan Siang;31192;Makan rutin
07/02/2024;17:45;Pengeluaran;Makan Pagi;6013;Makan rutin
07/02/2024;13:15;Pengeluaran;Makan Siang;20952;Makan rutin
07/02/2024;12:15;Pengeluaran;Makan Siang;21632;Makan rutin
08/02/2024;20:30;Pengeluaran;Makan Siang;26228;Makan rutin
08/02/2024;10:30;Pengeluaran;Makan Malam;18358;Makan rutin
08/02/2024;19:45;Pengeluaran;Makan Pagi;29941;Makan rutin
08/02/2024;14:00;Pengeluaran;Makan Pagi;21830;Makan rutin
08/02/2024;06:00;Pengeluaran;Makan Pagi;16443;Makan rutin
08/02/2024;18:00;Pengeluaran;Makan Pagi;18533;Makan rutin
09/02/2024;15:45;Pengeluaran;Makan Siang;19045;Makan rutin
09/02/2024;20:15;Pengeluaran;Makan Malam;31083;Makan rutin
09/02/2024;18:15;Pengeluaran;Makan Pagi;3948;Makan rutin
10/02/2024;11:00;Pengeluaran;Makan Siang;24756;Makan rutin
10/02/2024;20:00;Pengeluaran;Makan Malam;28264;Makan rutin
10/02/2024;18:45;Pengeluaran;Listrik Kos;299477;Tagihan listrik kos
11/02/2024;08:30;Pengeluaran;Makan Siang;24792;Makan rutin
11/02/2024;13:00;Pengeluaran;Makan Pagi;21639;Makan rutin
11/02/2024;08:45;Pengeluaran;Makan Siang;24377;Makan rutin
11/02/2024;17:45;Pengeluaran;Makan Pagi;17072;Makan rutin
11/02/2024;13:00;Pengeluaran;Makan Malam;20690;Makan rutin
11/02/2024;13:00;Pengeluaran;Makan Pagi;32101;Makan rutin
12/02/2024;12:00;Pengeluaran;Makan Pagi;31901;Makan rutin
12/02/2024;07:30;Pengeluaran;Makan Siang;4151;Makan rutin
12/02/2024;13:30;Pengeluaran;Makan Pagi;31704;Makan rutin
12/02/2024;10:30;Pengeluaran;Makan Malam;25955;Makan rutin
12/02/2024;06:15;Pengeluaran;Makan Malam;25773;Makan rutin
12/02/2024;06:30;Pengeluaran;Makan Siang;31629;Makan rutin
13/02/2024;08:00;Pengeluaran;Makan Pagi;42369;Makan rutin
13/02/2024;09:00;Pengeluaran;Makan Pagi;41062;Makan rutin
13/02/2024;18:15;Pengeluaran;Makan Pagi;59159;Makan rutin
13/02/2024;08:45;Pengeluaran;Makan Malam;19320;Makan rutin
13/02/2024;12:45;Pengeluaran;Makan Malam;32021;Makan rutin
14/02/2024;09:15;Pengeluaran;Makan Siang;23966;Makan rutin
14/02/2024;10:15;Pengeluaran;Makan Siang;22138;Makan rutin
14/02/2024;10:45;Pengeluaran;Makan Siang;25059;Makan rutin
14/02/2024;10:00;Pengeluaran;Makan Pagi;22835;Makan rutin
15/02/2024;12:30;Pengeluaran;Bensin;79230;Pengisian bensin mingguan
15/02/2024;19:00;Pengeluaran;Bensin;95592;Pengisian bensin mingguan
15/02/2024;12:45;Pengeluaran;Makan Siang;16850;Makan rutin
15/02/2024;12:30;Pengeluaran;Makan Siang;31694;Makan rutin
16/02/2024;06:00;Pengeluaran;Makan Malam;25162;Makan rutin
16/02/2024;09:30;Pengeluaran;Makan Malam;32897;Makan rutin
16/02/2024;09:00;Pengeluaran;Makan Siang;24427;Makan rutin
16/02/2024;15:00;Pengeluaran;Makan Malam;19229;Makan rutin
16/02/2024;07:00;Pengeluaran;Makan Pagi;19673;Makan rutin
17/02/2024;09:00;Pengeluaran;Makan Malam;36354;Makan rutin
17/02/2024;07:15;Pengeluaran;Makan Malam;9616;Makan rutin
17/02/2024;08:30;Pengeluaran;Makan Siang;26812;Makan rutin
18/02/2024;13:15;Pengeluaran;Makan Malam;14197;Makan rutin
18/02/2024;11:45;Pengeluaran;Makan Pagi;38291;Makan rutin
18/02/2024;12:15;Pengeluaran;Makan Pagi;22746;Makan rutin
18/02/2024;13:45;Pengeluaran;Makan Malam;38135;Makan rutin
18/02/2024;11:15;Pengeluaran;Makan Pagi;21050;Makan rutin
18/02/2024;15:30;Pengeluaran;Makan Pagi;22382;Makan rutin
19/02/2024;07:15;Pengeluaran;Makan Pagi;17261;Makan rutin
19/02/2024;14:15;Pengeluaran;Makan Siang;17255;Makan rutin
19/02/2024;14:00;Pengeluaran;Makan Pagi;18224;Makan rutin
19/02/2024;19:30;Pengeluaran;Makan Malam;17195;Makan rutin
19/02/2024;10:30;Pengeluaran;Makan Malam;34995;Makan rutin
19/02/2024;14:15;Pengeluaran;Makan Malam;8627;Makan rutin
20/02/2024;19:45;Pengeluaran;Makan Malam;32006;Makan rutin
20/02/2024;17:45;Pengeluaran;Makan Malam;15462;Makan rutin
20/02/2024;12:30;Pengeluaran;Makan Pagi;42250;Makan rutin
20/02/2024;15:45;Pengeluaran;Bensin;70148;Pengisian bensin mingguan
20/02/2024;08:15;Pengeluaran;Makan Pagi;37170;Makan rutin
20/02/2024;12:00;Pengeluaran;Makan Pagi;33600;Makan rutin
21/02/2024;17:30;Pengeluaran;Makan Siang;16548;Makan rutin
21/02/2024;09:45;Pengeluaran;Makan Pagi;10546;Makan rutin
21/02/2024;19:00;Pengeluaran;Makan Malam;36286;Makan rutin
21/02/2024;14:00;Pengeluaran;Makan Pagi;18794;Makan rutin
22/02/2024;11:30;Pengeluaran;Makan Siang;22315;Makan rutin
22/02/2024;12:00;Pengeluaran;Makan Siang;21540;Makan rutin
22/02/2024;14:30;Pengeluaran;Bensin;35686;Pengisian bensin mingguan
22/02/2024;13:00;Pengeluaran;Makan Malam;17346;Makan rutin
22/02/2024;16:00;Pengeluaran;Makan Siang;13060;Makan rutin
22/02/2024;13:45;Pengeluaran;Makan Siang;19593;Makan rutin
23/02/2024;20:45;Pengeluaran;Makan Malam;44302;Makan rutin
23/02/2024;08:15;Pengeluaran;Makan Malam;29169;Makan rutin
23/02/2024;14:00;Pengeluaran;Makan Pagi;24798;Makan rutin
23/02/2024;06:15;Pengeluaran;Makan Pagi;17312;Makan rutin
24/02/2024;13:00;Pengeluaran;Makan Pagi;12277;Makan rutin
24/02/2024;07:45;Pengeluaran;Makan Siang;18834;Makan rutin
24/02/2024;19:45;Pengeluaran;Makan Malam;23802;Makan rutin
24/02/2024;11:45;Pengeluaran;Makan Siang;24293;Makan rutin
24/02/2024;12:30;Pengeluaran;Makan Malam;34519;Makan rutin
25/02/2024;09:00;Pengeluaran;Makan Siang;16522;Makan rutin
25/02/2024;15:30;Pengeluaran;Makan Pagi;30651;Makan rutin
25/02/2024;06:30;Pengeluaran;Makan Pagi;35177;Makan rutin
25/02/2024;07:45;Pengeluaran;Makan Malam;38341;Makan rutin
25/02/2024;11:15;Pengeluaran;Bensin;86443;Pengisian bensin mingguan
26/02/2024;14:30;Pengeluaran;Makan Pagi;32464;Makan rutin
26/02/2024;08:00;Pengeluaran;Makan Pagi;48534;Makan rutin
26/02/2024;16:30;Pengeluaran;Makan Siang;25802;Makan rutin
26/02/2024;16:45;Pengeluaran;Makan Malam;17456;Makan rutin
27/02/2024;20:15;Pengeluaran;Makan Siang;46415;Makan rutin
27/02/2024;14:00;Pengeluaran;Makan Pagi;31030;Makan rutin
27/02/2024;14:15;Pengeluaran;Makan Malam;1968;Makan rutin
27/02/2024;18:00;Pengeluaran;Bensin;76147;Pengisian bensin mingguan
28/02/2024;18:45;Pengeluaran;Makan Pagi;34158;Makan rutin
28/02/2024;14:15;Pengeluaran;Makan Pagi;22391;Makan rutin
28/02/2024;06:00;Pengeluaran;Makan Pagi;5986;Makan rutin
28/02/2024;20:15;Pengeluaran;Makan Pagi;17719;Makan rutin
28/02/2024;19:45;Pengeluaran;Makan Pagi;5528;Makan rutin
29/02/2024;16:30;Pengeluaran;Makan Siang;40555;Makan rutin
29/02/2024;18:15;Pengeluaran;Bensin;72606;Pengisian bensin mingguan
29/02/2024;17:30;Pengeluaran;Listrik Kos;225614;Tagihan listrik kos
29/02/2024;12:15;Pengeluaran;Makan Malam;12974;Makan rutin
29/02/2024;13:15;Pengeluaran;Makan Siang;38117;Makan rutin
29/02/2024;07:00;Pengeluaran;Makan Malam;31266;Makan rutin
01/03/2024;14:15;Pengeluaran;Makan Pagi;29106;Makan rutin
01/03/2024;13:00;Pengeluaran;Makan Pagi;27137;Makan rutin
01/03/2024;09:45;Pengeluaran;Makan Malam;24725;Makan rutin
02/03/2024;08:15;Pengeluaran;Makan Pagi;27648;Makan rutin
02/03/2024;20:00;Pengeluaran;Listrik Kos;67764;Tagihan listrik kos
02/03/2024;18:30;Pengeluaran;Makan Malam;24443;Makan rutin
02/03/2024;08:00;Pengeluaran;Makan Siang;26845;Makan rutin
03/03/2024;15:30;Pengeluaran;Makan Pagi;23672;Makan rutin
03/03/2024;06:15;Pengeluaran;Makan Siang;37697;Makan rutin
03/03/2024;17:00;Pengeluaran;Makan Pagi;24273;Makan rutin
03/03/2024;13:15;Pengeluaran;Makan Malam;31151;Makan rutin
04/03/2024;15:00;Pengeluaran;Makan Malam;23142;Makan rutin
04/03/2024;12:30;Pengeluaran;Makan Siang;18929;Makan rutin
04/03/2024;08:00;Pengeluaran;Makan Siang;18172;Makan rutin
04/03/2024;07:45;Pengeluaran;Makan Siang;15054;Makan rutin
04/03/2024;09:30;Pengeluaran;Makan Siang;22066;Makan rutin
05/03/2024;10:30;Pengeluaran;Makan Pagi;17286;Makan rutin
05/03/2024;15:15;Pengeluaran;Makan Malam;25065;Makan rutin
05/03/2024;06:30;Pengeluaran;Makan Pagi;39060;Makan rutin
06/03/2024;15:00;Pengeluaran;Belanja Bulanan;560688;Belanja kebutuhan bulanan
06/03/2024;15:45;Pengeluaran;Makan Siang;44877;Makan rutin
06/03/2024;20:45;Pengeluaran;Makan Pagi;21837;Makan rutin
06/03/2024;18:00;Pengeluaran;Makan Pagi;35280;Makan rutin
06/03/2024;16:15;Pengeluaran;Makan Malam;39319;Makan rutin
07/03/2024;11:15;Pengeluaran;Makan Pagi;17590;Makan rutin
07/03/2024;11:15;Pengeluaran;Makan Malam;15728;Makan rutin
07/03/2024;14:45;Pengeluaran;Makan Malam;16230;Makan rutin
08/03/2024;14:45;Pengeluaran;Makan Siang;22941;Makan rutin
08/03/2024;12:15;Pengeluaran;Makan Siang;13232;Makan rutin
08/03/2024;18:00;Pengeluaran;Makan Siang;29305;Makan rutin
08/03/2024;14:45;Pengeluaran;Makan Malam;32745;Makan rutin
09/03/2024;15:45;Pengeluaran;Makan Siang;21019;Makan rutin
09/03/2024;20:00;Pengeluaran;Makan Siang;35654;Makan rutin
09/03/2024;11:30;Pengeluaran;Makan Malam;30196;Makan rutin
09/03/2024;13:45;Pengeluaran;Transportasi Umum;14948;Transportasi alternatif
09/03/2024;08:00;Pengeluaran;Makan Malam;6790;Makan rutin
09/03/2024;07:45;Pengeluaran;Makan Malam;33902;Makan rutin
10/03/2024;11:45;Pengeluaran;Makan Siang;13165;Makan rutin
10/03/2024;16:45;Pengeluaran;Belanja Bulanan;269868;Belanja kebutuhan bulanan
10/03/2024;10:15;Pengeluaran;Makan Malam;19606;Makan rutin
10/03/2024;19:45;Pengeluaran;Makan Siang;15320;Makan rutin
10/03/2024;07:45;Pengeluaran;Makan Pagi;25483;Makan rutin
11/03/2024;13:45;Pengeluaran;Makan Siang;23533;Makan rutin
11/03/2024;11:00;Pengeluaran;Bensin;54349;Pengisian bensin mingguan
11/03/2024;13:45;Pengeluaran;Belanja Bulanan;167226;Belanja kebutuhan bulanan
12/03/2024;08:00;Pengeluaran;Makan Siang;24482;Makan rutin
12/03/2024;15:45;Pengeluaran;Bensin;54085;Pengisian bensin mingguan
12/03/2024;07:30;Pengeluaran;Makan Pagi;25715;Makan rutin
12/03/2024;06:00;Pengeluaran;Makan Pagi;9786;Makan rutin
13/03/2024;10:45;Pengeluaran;Transportasi Umum;11205;Transportasi alternatif
13/03/2024;17:45;Pengeluaran;Makan Siang;28105;Makan rutin
13/03/2024;18:00;Pengeluaran;Makan Malam;26537;Makan rutin
14/03/2024;08:00;Pengeluaran;Bensin;60961;Pengisian bensin mingguan
14/03/2024;09:00;Pengeluaran;Makan Siang;18364;Makan rutin
14/03/2024;16:15;Pengeluaran;Makan Siang;32938;Makan rutin
14/03/2024;08:00;Pengeluaran;Makan Pagi;11404;Makan rutin
15/03/2024;15:15;Pengeluaran;Makan Malam;21813;Makan rutin
15/03/2024;12:15;Pengeluaran;Transportasi Umum;28285;Transportasi alternatif
15/03/2024;09:45;Pengeluaran;Bensin;62089;Pengisian bensin mingguan
15/03/2024;07:30;Pengeluaran;Makan Pagi;19404;Makan rutin
15/03/2024;18:45;Pengeluaran;Makan Malam;35085;Makan rutin
15/03/2024;12:00;Pengeluaran;Makan Malam;15369;Makan rutin
16/03/2024;10:15;Pengeluaran;Makan Siang;24856;Makan rutin
16/03/2024;15:30;Pengeluaran;Makan Siang;24192;Makan rutin
16/03/2024;07:30;Pengeluaran;Makan Siang;34136;Makan rutin
16/03/2024;08:45;Pengeluaran;Makan Siang;27490;Makan rutin
16/03/2024;15:00;Pengeluaran;Makan Siang;34941;Makan rutin
17/03/2024;09:15;Pengeluaran;Makan Pagi;10595;Makan rutin
17/03/2024;13:00;Pengeluaran;Makan Siang;21394;Makan rutin
17/03/2024;13:15;Pengeluaran;Makan Siang;13266;Makan rutin
17/03/2024;14:45;Pengeluaran;Makan Siang;15577;Makan rutin
17/03/2024;09:15;Pengeluaran;Bensin;54063;Pengisian bensin mingguan
18/03/2024;10:00;Pengeluaran;Makan Pagi;25835;Makan rutin
18/03/2024;06:30;Pengeluaran;Rekreasi;308776;Jalan-jalan weekend
18/03/2024;07:30;Pengeluaran;Makan Siang;28473;Makan rutin
18/03/2024;17:45;Pengeluaran;Makan Malam;26532;Makan rutin
19/03/2024;12:45;Pengeluaran;Makan Siang;17303;Makan rutin
19/03/2024;20:30;Pengeluaran;Makan Pagi;32253;Makan rutin
19/03/2024;07:30;Pengeluaran;Rekreasi;233427;Jalan-jalan weekend
19/03/2024;09:30;Pengeluaran;Makan Siang;24966;Makan rutin
19/03/2024;20:15;Pengeluaran;Makan Malam;35354;Makan rutin
19/03/2024;11:00;Pengeluaran;Makan Pagi;19381;Makan rutin
20/03/2024;13:45;Pengeluaran;Transportasi Umum;28753;Transportasi alternatif
20/03/2024;20:00;Pengeluaran;Makan Malam;26975;Makan rutin
20/03/2024;14:45;Pengeluaran;Makan Pagi;24387;Makan rutin
20/03/2024;07:15;Pengeluaran;Listrik Kos;193792;Tagihan listrik kos
21/03/2024;08:30;Pengeluaran;Bensin;78169;Pengisian bensin mingguan
21/03/2024;07:15;Pengeluaran;Makan Malam;31808;Makan rutin
21/03/2024;19:30;Pengeluaran;Makan Malam;51967;Makan rutin
21/03/2024;12:45;Pengeluaran;Makan Malam;36677;Makan rutin
21/03/2024;12:15;Pengeluaran;Transportasi Umum;28607;Transportasi alternatif
22/03/2024;17:30;Pengeluaran;Makan Pagi;30267;Makan rutin
22/03/2024;17:00;Pengeluaran;Makan Malam;29002;Makan rutin
22/03/2024;19:30;Pengeluaran;Transportasi Umum;14013;Transportasi alternatif
23/03/2024;12:00;Pengeluaran;Makan Pagi;18873;Makan rutin
23/03/2024;20:30;Pengeluaran;Makan Malam;26492;Makan rutin
23/03/2024;13:30;Pengeluaran;Makan Siang;22470;Makan rutin
23/03/2024;19:00;Pengeluaran;Makan Siang;29569;Makan rutin
23/03/2024;17:30;Pengeluaran;Makan Siang;10603;Makan rutin
23/03/2024;07:30;Pengeluaran;Makan Pagi;19880;Makan rutin
24/03/2024;07:15;Pengeluaran;Makan Siang;33023;Makan rutin
24/03/2024;09:00;Pengeluaran;Makan Malam;31736;Makan rutin
24/03/2024;11:30;Pengeluaran;Makan Siang;26487;Makan rutin
25/03/2024;18:30;Pengeluaran;Makan Malam;22212;Makan rutin
25/03/2024;09:30;Pengeluaran;Makan Pagi;34257;Makan rutin
25/03/2024;18:45;Pengeluaran;Makan Pagi;31957;Makan rutin
26/03/2024;13:15;Pengeluaran;Makan Siang;22263;Makan rutin
26/03/2024;16:00;Pengeluaran;Makan Malam;25377;Makan rutin
26/03/2024;16:30;Pengeluaran;Makan Malam;14401;Makan rutin
27/03/2024;20:45;Pengeluaran;Makan Pagi;9235;Makan rutin
27/03/2024;19:15;Pengeluaran;Makan Siang;25194;Makan rutin
27/03/2024;16:30;Pengeluaran;Makan Siang;27315;Makan rutin
27/03/2024;11:45;Pengeluaran;Makan Pagi;12949;Makan rutin
27/03/2024;14:45;Pengeluaran;Makan Siang;20088;Makan rutin
28/03/2024;09:45;Pengeluaran;Makan Malam;23452;Makan rutin
28/03/2024;17:30;Pengeluaran;Makan Malam;16216;Makan rutin
28/03/2024;10:00;Pengeluaran;Makan Pagi;20228;Makan rutin
29/03/2024;10:30;Pengeluaran;Makan Siang;24627;Makan rutin
29/03/2024;20:15;Pengeluaran;Makan Siang;25787;Makan rutin
29/03/2024;08:30;Pengeluaran;Makan Malam;18592;Makan rutin
30/03/2024;19:30;Pengeluaran;Belanja Bulanan;292393;Belanja kebutuhan bulanan
30/03/2024;12:30;Pengeluaran;Makan Malam;20552;Makan rutin
30/03/2024;07:30;Pengeluaran;Makan Siang;21355;Makan rutin
30/03/2024;13:30;Pengeluaran;Makan Malam;12121;Makan rutin
30/03/2024;20:00;Pengeluaran;Makan Pagi;11759;Makan rutin
31/03/2024;16:15;Pengeluaran;Makan Pagi;31863;Makan rutin
31/03/2024;14:15;Pengeluaran;Makan Malam;31338;Makan rutin
31/03/2024;19:45;Pengeluaran;Makan Malam;23224;Makan rutin
31/03/2024;20:00;Pengeluaran;Makan Malam;18139;Makan rutin
31/03/2024;08:15;Pengeluaran;Makan Malam;21047;Makan rutin
01/04/2024;13:15;Pengeluaran;Makan Pagi;27734;Makan rutin
01/04/2024;19:30;Pengeluaran;Makan Siang;33177;Makan rutin
01/04/2024;14:15;Pengeluaran;Makan Malam;23782;Makan rutin
01/04/2024;13:15;Pengeluaran;Makan Pagi;20525;Makan rutin
02/04/2024;20:15;Pengeluaran;Makan Siang;4144;Makan rutin
02/04/2024;15:15;Pengeluaran;Makan Pagi;28100;Makan rutin
02/04/2024;07:15;Pengeluaran;Makan Siang;29343;Makan rutin
02/04/2024;17:15;Pengeluaran;Makan Pagi;18480;Makan rutin
02/04/2024;10:15;Pengeluaran;Makan Pagi;28203;Makan rutin
02/04/2024;16:45;Pengeluaran;Makan Pagi;30138;Makan rutin
03/04/2024;19:45;Pengeluaran;Makan Malam;12295;Makan rutin
03/04/2024;18:45;Pengeluaran;Makan Malam;28907;Makan rutin
03/04/2024;19:00;Pengeluaran;Makan Malam;30488;Makan rutin
04/04/2024;20:45;Pengeluaran;Rekreasi;177445;Jalan-jalan weekend
04/04/2024;17:30;Pengeluaran;Makan Pagi;21361;Makan rutin
04/04/2024;09:15;Pengeluaran;Makan Siang;12762;Makan rutin
04/04/2024;18:45;Pengeluaran;Makan Malam;20826;Makan rutin
05/04/2024;20:45;Pengeluaran;Makan Siang;21352;Makan rutin
05/04/2024;20:15;Pengeluaran;Makan Malam;24694;Makan rutin
05/04/2024;09:15;Pengeluaran;Makan Malam;39581;Makan rutin
05/04/2024;06:15;Pengeluaran;Makan Siang;30592;Makan rutin
06/04/2024;18:00;Pengeluaran;Makan Malam;47560;Makan rutin
06/04/2024;15:15;Pengeluaran;Makan Pagi;36230;Makan rutin
06/04/2024;16:30;Pengeluaran;Makan Pagi;26911;Makan rutin
07/04/2024;08:00;Pengeluaran;Makan Siang;24197;Makan rutin
07/04/2024;11:15;Pengeluaran;Makan Malam;30828;Makan rutin
07/04/2024;10:45;Pengeluaran;Makan Malam;20845;Makan rutin
07/04/2024;08:00;Pengeluaran;Makan Malam;14774;Makan rutin
07/04/2024;20:15;Pengeluaran;Makan Malam;16838;Makan rutin
07/04/2024;10:30;Pengeluaran;Makan Siang;29505;Makan rutin
08/04/2024;19:15;Pengeluaran;Makan Siang;43109;Makan rutin
08/04/2024;10:45;Pengeluaran;Makan Siang;31110;Makan rutin
08/04/2024;06:45;Pengeluaran;Makan Malam;26679;Makan rutin
08/04/2024;06:15;Pengeluaran;Makan Siang;28299;Makan rutin
08/04/2024;16:15;Pengeluaran;Makan Siang;11991;Makan rutin
09/04/2024;15:30;Pengeluaran;Makan Pagi;11308;Makan rutin
09/04/2024;12:30;Pengeluaran;Makan Malam;18768;Makan rutin
